mutant_id,operator,file,line,killed,failing_tests
SUT1-M0098,const,httpbin/helpers.py,398,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0099,const,httpbin/helpers.py,420,1,test_httpbin.py::HttpbinTestCase::test_request_range
SUT1-M0100,const,httpbin/helpers.py,420,1,test_httpbin.py::HttpbinTestCase::test_request_range
SUT1-M0101,const,httpbin/helpers.py,421,1,test_httpbin.py::HttpbinTestCase::test_request_range
SUT1-M0102,const,httpbin/helpers.py,421,1,test_httpbin.py::HttpbinTestCase::test_request_range
SUT1-M0103,const,httpbin/helpers.py,446,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0104,const,httpbin/helpers.py,446,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0105,const,httpbin/helpers.py,467,0,
SUT1-M0106,const,httpbin/helpers.py,467,0,
SUT1-M0107,const,httpbin/helpers.py,149,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body
SUT1-M0108,const,httpbin/helpers.py,149,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body
SUT1-M0109,const,httpbin/helpers.py,401,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0110,const,httpbin/helpers.py,401,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0111,const,httpbin/helpers.py,404,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0112,const,httpbin/helpers.py,404,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0113,const,httpbin/helpers.py,409,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0114,const,httpbin/helpers.py,409,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0115,const,httpbin/helpers.py,424,0,
SUT1-M0116,const,httpbin/helpers.py,424,0,
SUT1-M0117,const,httpbin/helpers.py,425,1,test_httpbin.py::HttpbinTestCase::test_request_range_suffix
SUT1-M0118,const,httpbin/helpers.py,425,1,test_httpbin.py::HttpbinTestCase::test_request_range_suffix
SUT1-M0119,const,httpbin/helpers.py,150,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body;test_httpbin.py::HttpbinTestCase::test_headers_show_env;test_httpbin.py::HttpbinTestCase::test_post_body_binary;test_httpbin.py::HttpbinTestCase::test_post_body_text
SUT1-M0120,const,httpbin/helpers.py,150,0,
SUT1-M0121,const,httpbin/helpers.py,428,1,test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes
SUT1-M0122,const,httpbin/helpers.py,428,1,test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes
SUT1-M0123,const,httpbin/helpers.py,465,0,
SUT1-M0124,const,httpbin/helpers.py,465,0,
SUT1-M0125,const,httpbin/helpers.py,440,1,test_httpbin.py::HttpbinTestCase::test_etag_if_match_has_no_match;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_list;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_star;test_httpbin.py::HttpbinTestCase::test_et
SUT1-M0126,const,httpbin/helpers.py,440,1,test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_list;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_star;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches;test_httpbin.py::HttpbinTestCase::test_et
SUT1-M0127,ret-none,httpbin/helpers.py,124,0,
SUT1-M0128,ret-none,httpbin/helpers.py,139,1,test_httpbin.py::HttpbinTestCase::test_headers;test_httpbin.py::HttpbinTestCase::test_headers_show_env;test_httpbin.py::HttpbinTestCase::test_request_range;test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes
SUT1-M0129,ret-none,httpbin/helpers.py,168,1,test_httpbin.py::HttpbinTestCase::test_x_forwarded_proto
SUT1-M0130,ret-none,httpbin/helpers.py,204,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body;test_httpbin.py::HttpbinTestCase::test_headers;test_httpbin.py::HttpbinTestCase::test_headers_show_env;test_httpbin.py::HttpbinTestCase::test_post_body_unicode;test_httpbin.py::HttpbinTestCase::test_x_forwarded_proto
SUT1-M0131,ret-none,httpbin/helpers.py,255,1,test_httpbin.py::HttpbinTestCase::test_etag_if_match_has_no_match;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches_list;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches_star;test_httpbin.py::HttpbinTe
SUT1-M0132,ret-none,httpbin/helpers.py,262,0,
SUT1-M0133,ret-none,httpbin/helpers.py,285,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0134,ret-none,httpbin/helpers.py,352,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0135,ret-none,httpbin/helpers.py,370,0,
SUT1-M0136,ret-none,httpbin/helpers.py,374,0,
SUT1-M0137,ret-none,httpbin/helpers.py,413,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0138,ret-none,httpbin/helpers.py,430,1,test_httpbin.py::HttpbinTestCase::test_request_range;test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_req
SUT1-M0139,ret-none,httpbin/helpers.py,441,1,test_httpbin.py::HttpbinTestCase::test_etag_if_match_has_no_match;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches_list;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_matches_star;test_httpbin.py::HttpbinTe
SUT1-M0140,ret-none,httpbin/helpers.py,474,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_authorization_type;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0141,ret-none,httpbin/helpers.py,99,1,test_httpbin.py::HttpbinTestCase::test_post_body_unicode
SUT1-M0142,ret-none,httpbin/helpers.py,151,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body
SUT1-M0143,ret-none,httpbin/helpers.py,153,0,
SUT1-M0144,ret-none,httpbin/helpers.py,165,0,
SUT1-M0145,ret-none,httpbin/helpers.py,271,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0146,ret-none,httpbin/helpers.py,299,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0147,ret-none,httpbin/helpers.py,391,1,test_httpbin.py::HttpbinTestCase::test_request_range
SUT1-M0148,ret-none,httpbin/helpers.py,395,0,
SUT1-M0149,ret-none,httpbin/helpers.py,399,0,
SUT1-M0150,ret-none,httpbin/helpers.py,447,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0151,ret-none,httpbin/helpers.py,101,0,
SUT1-M0152,ret-none,httpbin/helpers.py,273,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0153,ret-none,httpbin/helpers.py,275,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0154,ret-none,httpbin/helpers.py,307,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0155,ret-none,httpbin/helpers.py,369,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0156,ret-none,httpbin/helpers.py,449,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0157,bool_const,httpbin/helpers.py,127,0,
SUT1-M0158,bool_const,httpbin/helpers.py,370,1,test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0159,bool_const,httpbin/helpers.py,452,0,
SUT1-M0160,bool_const,httpbin/helpers.py,369,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0161,bool_const,httpbin/helpers.py,147,0,
